"# Cumulative DVH Data - Dose in Gy, Volume in cm3"
# Values represent volume of structure receiving >= dose
# Generated from DICOM RT data

GY,BODY_1_Volume_cm3,CouchSurface_11_Volume_cm3,override_1_Volume_cm3,PTV_5mm_4cm_sphere_Volume_cm3,.GTV_point_source_Volume_cm3,OAR_2_1_Volume_cm3
8.077022,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.077691,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.078360,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.079029,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.079698,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.080367,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.081036,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.081705,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.082374,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.083043,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.083712,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.084381,983.2884,0.0000,460.4205,44.9097,5.3212,0.0000
8.085050,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.085719,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.086388,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.087057,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.087726,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.088395,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.089064,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.089733,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.090402,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.091072,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.091741,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.092410,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.093079,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.093748,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.094417,981.1057,0.0000,458.9352,44.9097,5.3212,0.0000
8.095086,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.095755,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.096424,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.097093,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.097762,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.098431,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.099100,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.099769,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.100438,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.101107,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.101776,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.102445,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.103114,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.103783,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.104452,978.7355,0.0000,457.3922,44.9097,5.3212,0.0000
8.105121,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.105790,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.106459,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.107128,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.107797,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.108466,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.109135,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.109804,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.110473,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.111142,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.111811,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.112480,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.113149,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.113818,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.114487,976.3399,0.0000,455.7049,44.9097,5.3212,0.0000
8.115156,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.115825,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.116494,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.117163,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.117832,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.118501,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.119170,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.119839,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.120508,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.121177,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.121846,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.122515,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.123184,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.123853,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.124522,974.2547,0.0000,454.2737,44.9097,5.3212,0.0000
8.125191,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.125860,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.126529,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.127198,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.127867,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.128536,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.129205,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.129874,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.130543,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.131212,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.131881,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.132550,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.133219,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.133888,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.134558,971.9927,0.0000,452.7487,44.9097,5.3212,0.0000
8.135227,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.135896,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.136565,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.137234,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.137903,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.138572,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.139241,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.139910,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.140579,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.141248,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.141917,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.142586,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.143255,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.143924,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.144593,969.5574,0.0000,451.1768,44.9097,5.3212,0.0000
8.145262,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.145931,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.146600,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.147269,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.147938,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.148607,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.149276,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.149945,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.150614,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.151283,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.151952,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.152621,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.153290,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.153959,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.154628,967.2954,0.0000,449.6374,44.9097,5.3212,0.0000
8.155297,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.155966,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.156635,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.157304,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.157973,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.158642,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.159311,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.159980,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.160649,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.161318,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.161987,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.162656,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.163325,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.163994,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.164663,964.9612,0.0000,448.0944,44.9097,5.3212,0.0000
8.165332,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.166001,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.166670,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.167339,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.168008,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.168677,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.169346,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.170015,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.170684,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.171353,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.172022,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.172691,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.173360,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.174029,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.174698,962.6415,0.0000,446.5802,44.9097,5.3212,0.0000
8.175367,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.176036,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.176705,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.177374,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.178043,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.178713,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.179382,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.180051,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.180720,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.181389,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.182058,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.182727,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.183396,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.184065,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.184734,960.5093,0.0000,445.1634,44.9097,5.3212,0.0000
8.185403,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.186072,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.186741,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.187410,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.188079,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.188748,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.189417,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.190086,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.190755,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.191424,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.192093,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.192762,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.193431,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.194100,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.194769,958.1246,0.0000,443.6276,44.9097,5.3212,0.0000
8.195438,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.196107,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.196776,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.197445,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.198114,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.198783,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.199452,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.200121,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.200790,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.201459,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.202128,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.202797,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.203466,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.204135,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.204804,955.8445,0.0000,442.1026,44.9097,5.3212,0.0000
8.205473,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.206142,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.206811,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.207480,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.208149,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.208818,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.209487,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.210156,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.210825,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.211494,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.212163,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.212832,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.213501,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.214170,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.214839,953.7304,0.0000,440.6894,44.9097,5.3212,0.0000
8.215508,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.216177,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.216846,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.217515,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.218184,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.218853,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.219522,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.220191,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.220860,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.221529,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.222199,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.222868,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.223537,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.224206,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.224875,951.6127,0.0000,439.2004,44.9097,5.3212,0.0000
8.225544,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.226213,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.226882,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.227551,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.228220,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.228889,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.229558,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.230227,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.230896,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.231565,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.232234,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.232903,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.233572,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.234241,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.234910,949.1703,0.0000,437.6502,44.9097,5.3212,0.0000
8.235579,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.236248,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.236917,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.237586,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.238255,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.238924,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.239593,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.240262,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.240931,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.241600,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.242269,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.242938,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.243607,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.244276,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.244945,946.9588,0.0000,436.2875,44.9097,5.3212,0.0000
8.245614,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.246283,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.246952,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.247621,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.248290,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.248959,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.249628,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.250297,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.250966,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.251635,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.252304,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.252973,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.253642,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.254311,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.254980,944.7039,0.0000,434.8166,44.9097,5.3212,0.0000
8.255649,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.256318,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.256987,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.257656,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.258325,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.258994,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.259663,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.260332,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.261001,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.261670,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.262339,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.263008,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.263677,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.264346,942.4636,0.0000,433.3817,44.9097,5.3212,0.0000
8.265015,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.265685,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.266354,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.267023,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.267692,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.268361,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.269030,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.269699,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.270368,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.271037,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.271706,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.272375,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.273044,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.273713,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.274382,940.3783,0.0000,432.0442,44.9097,5.3212,0.0000
8.275051,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.275720,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.276389,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.277058,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.277727,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.278396,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.279065,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.279734,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.280403,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.281072,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.281741,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.282410,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.283079,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.283748,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.284417,938.0333,0.0000,430.5228,44.9097,5.3212,0.0000
8.285086,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.285755,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.286424,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.287093,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.287762,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.288431,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.289100,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.289769,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.290438,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.291107,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.291776,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.292445,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.293114,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.293783,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.294452,935.7749,0.0000,428.9870,44.9097,5.3212,0.0000
8.295121,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.295790,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.296459,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.297128,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.297797,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.298466,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.299135,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.299804,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.300473,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.301142,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.301811,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.302480,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.303149,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.303818,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.304487,933.7040,0.0000,427.5485,44.9097,5.3212,0.0000
8.305156,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.305825,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.306494,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.307163,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.307832,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.308501,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.309171,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.309840,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.310509,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.311178,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.311847,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.312516,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.313185,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.313854,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.314523,931.4745,0.0000,426.0956,44.9097,5.3212,0.0000
8.315192,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.315861,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.316530,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.317199,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.317868,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.318537,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.319206,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.319875,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.320544,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.321213,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.321882,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.322551,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.323220,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.323889,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.324558,929.3279,0.0000,424.6427,44.9097,5.3212,0.0000
8.325227,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.325896,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.326565,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.327234,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.327903,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.328572,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.329241,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.329910,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.330579,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.331248,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.331917,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.332586,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.333255,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.333924,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.334593,927.0947,0.0000,423.1754,44.9097,5.3212,0.0000
8.335262,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.335931,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.336600,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.337269,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.337938,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.338607,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.339276,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.339945,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
8.340614,924.7353,0.0000,421.6901,44.9097,5.3212,0.0000
