GY,.GTV_point_source_Diff,OAR_2_1_Diff,PTV_5mm_4cm_sphere_Diff,override_1_Diff
0.159895,,0.005070127072311803,,0.0036178080253786993
0.160564,,0.003786507197886313,,0.002938596745393207
0.161233,,0.002502887323460823,,0.002259385465407826
0.161902,,0.0012192674490352218,,0.001580174185422334
0.162571,,-6.435242539026831e-05,,0.0009009629054368418
0.16324,,-0.0013479722998158694,,0.00022175162545146065
0.163909,,-0.0026315921742413595,,-0.0004574596545340315
0.164578,,-0.0039004229297116,,-0.0010959692438639035
0.165247,,0.011797305210389575,,0.008338737572354038
0.165916,,0.010761033350490723,,0.007705444388572014
0.166585,,0.009724761490591982,,0.007072151204789878
0.167254,,0.00868848963069313,,0.006438858021007854
0.167923,,0.0076522177707943895,,0.0058055648372258295
0.168592,,0.006615945910895538,,0.005172271653443694
0.169261,,0.005579674050996797,,0.00453897846966167
0.16993,,0.004349026483053131,,0.0039056852858795343
0.170599,,0.0029187020513906647,,0.00327239210209751
0.171268,,0.0014883776197280874,,0.0026390989183153746
0.171937,,5.8053188065620986e-05,,0.001954925926317186
0.172606,,-0.0013722712435968454,,0.0012168986142377936
0.173275,,-0.0028025956752593117,,0.0004788713021582902
0.173944,,-0.004232920106921778,,-0.0002591560099209911
0.174613,,-0.0056632445385842445,,-0.0009971833220004944
0.175282,,0.01590839854113779,,0.01047278936592011
0.175951,,0.014496412179129892,,0.009734762053840718
0.17662,,0.013084425817121992,,0.008996734741761325
0.177289,,0.011672439455114092,,0.008258707429681933
0.177958,,0.010260453093106192,,0.007520680117602541
0.178627,,0.008848466731098292,,0.006782652805523037
0.179296,,0.0074364803690905035,,0.0060312587106197135
0.179965,,0.005893348461662562,,0.005136347579080658
0.180634,,0.0041142643177050076,,0.004241436447541491
0.181303,,0.002335180173747342,,0.0033465253160024355
0.181972,,0.0005560960297896766,,0.002451614184463269
0.182641,,-0.0012229881141678778,,0.0015567030529242132
0.18331,,-0.0030020722581255432,,0.0006617919213850465
0.183979,,-0.004781156402083209,,-0.00023311921015412018
0.184648,,-0.006560240546040763,,-0.0011280303416931758
0.185317,,0.017192829161784773,,0.01040005852676773
0.185986,,0.015611225030762843,,0.009505147395228675
0.186655,,0.014029620899741024,,0.008610236263689508
0.187324,,0.012448016768719095,,0.007738955753357257
0.187993,,0.010866412637697276,,0.006878561839257946
0.188662,,0.009284808506675346,,0.006018167925158524
0.189331,,0.007703204375653416,,0.005157774011059213
0.19,,0.006041959609236258,,0.004297380096959791
0.190669,,0.004102774370298823,,0.0034369861828603687
0.191338,,0.0021635891313612765,,0.0025765922687610576
0.192007,,0.00022440389242373016,,0.0017161983546616355
0.192676,,-0.0017147813465135942,,0.0008558044405623244
0.193345,,-0.0036539665854511405,,-4.58947353709771e-06
0.194014,,-0.005593151824388687,,-0.0008649833876364088
0.194683,,-0.007532337063326122,,-0.001735324835524077
0.195352,,0.016270403234282194,,0.010365070138713461
0.196021,,0.014734337136781184,,0.009469465112950992
0.196691,,0.013195974976354163,,0.008572521365176833
0.19736,,0.011659908878853043,,0.007676916339414364
0.198029,,0.010123842781352033,,0.006781311313651894
0.198698,,0.008587776683851023,,0.005885706287889425
0.199367,,0.007051710586350013,,0.004990101262126956
0.200036,,0.005501281341422581,,0.0040944962363644866
0.200705,,0.003805066150117553,,0.0031988912106020173
0.201374,,0.002108850958812636,,0.002303286184839548
0.202043,,0.00041263576750760755,,0.0014076811590770788
0.202712,,-0.0012835794237974207,,0.000509667951408721
0.203381,,-0.002979794615102449,,-0.00038866308737417476
0.20405,,-0.004676009806407477,,-0.0012869941261569595
0.204719,,-0.006372224997712506,,-0.0021853251649397443
0.205388,,0.016602649947171533,,0.011002343796277403
0.206057,,0.014966031607185792,,0.010104012757494507
0.206726,,0.013329413267200052,,0.009205681718711722
0.207395,,0.011692794927214312,,0.008307350679928827
0.208064,,0.010056176587228571,,0.007409019641146042
0.208733,,0.008419558247242831,,0.006510688602363146
0.209402,,0.006782939907257091,,0.005612357563580361
0.210071,,0.00514632156727135,,0.004713547925963124
0.21074,,0.0036889567552664815,,0.003814225609718336
0.211409,,0.002240301754182328,,0.0029149032934735475
0.212078,,0.0007916467530982851,,0.00201558097722887
0.212747,,-0.0006570082479858685,,0.0011162586609840819
0.213416,,-0.0021056632490700222,,0.00021693634473929357
0.214085,,-0.003554318250154065,,-0.0006823859715054947
0.214754,,-0.0050029732512382186,,-0.001581708287750283
0.215423,,0.01776146504648579,,0.011637969396005032
0.216092,,0.016051156622544083,,0.010738647079760244
0.216761,,0.014340848198602263,,0.009839324763515456
0.21743,,0.012630539774660554,,0.008933939207548258
0.218099,,0.010920231350718845,,0.007960865848134713
0.218768,,0.009209922926777137,,0.006987792488721056
0.219437,,0.007499614502835317,,0.0060147191293074
0.220106,,0.005789306078893608,,0.005041645769893743
0.220775,,0.004443533659892918,,0.004068572410480087
0.221444,,0.003178251855121994,,0.0030954990510664304
0.222113,,0.0019129700503510705,,0.002122425691652774
0.222782,,0.0006476882455801469,,0.0011493523322391175
0.223451,,-0.0006175935591907766,,0.00017627897282557203
0.22412,,-0.0018828753639615892,,-0.0007967943865880844
0.224789,,-0.0031481571687325127,,-0.001769867746001741
0.225458,,0.016039711824576863,,0.010342131435022162
0.226127,,0.014779012662161417,,0.009529078973750327
0.226796,,0.01351831349974586,,0.008716026512478492
0.227465,,0.012257614337330414,,0.007902974051206657
0.228134,,0.010996915174914856,,0.007089921589934822
0.228803,,0.00973621601249941,,0.006276869128662987
0.229472,,0.008475516850083853,,0.0054638166673910415
0.230141,,0.007214817687668296,,0.004650764206119207
0.23081,,0.0057879405524449146,,0.003837711744847372
0.231479,,0.0042839742919801305,,0.003024659283575537
0.232148,,0.0027800080315152353,,0.002211606822303702
0.232817,,0.0012760417710504512,,0.001360382035641372
0.233486,,-0.00022792448941444388,,0.0004107665493093826
0.234155,,-0.001731890749879228,,-0.0005388489370226068
0.234824,,-0.003235857010344123,,-0.0014884644233545963
0.235493,,0.015051418748361689,,0.011077920090313387
0.236162,,0.013841143652321697,,0.010128304603981397
0.236831,,0.012630868556281594,,0.009178689117649408
0.2375,,0.011420593460241601,,0.008229073631317418
0.238169,,0.010210318364201498,,0.007279458144985429
0.238838,,0.009000043268161506,,0.0063298426586534395
0.239507,,0.007789768172121403,,0.00538022717232145
0.240177,,0.006577683995220296,,0.004429192230852919
0.240846,,0.005359846511795552,,0.0035624495512591725
0.241515,,0.00413582348868935,,0.00270696294049233
0.242184,,0.0029118004655830365,,0.0018514763297255432
0.242853,,0.0016877774424768344,,0.0009959897189587008
0.243522,,0.0004637544193706322,,0.00014050310819191392
0.244191,,-0.0007602686037355699,,-0.000714983502574873
0.24486,,-0.001984291626841883,,-0.0015704701133417154
0.245529,,0.015425685350051954,,0.0106320432758914
0.246198,,0.014264465601326215,,0.009776556665124614
0.246867,,0.013104392944370047,,0.008921070054357771
0.247536,,0.011944320287413879,,0.008065583443590929
0.248205,,0.01078424763045771,,0.007226482471462514
0.248874,,0.009624174973501542,,0.006405145369259735
0.249543,,0.008464102316545374,,0.005583808267057011
0.250212,,0.007304029659589206,,0.004762471164854287
0.250881,,0.006100237805185316,,0.003941134062651508
0.25155,,0.004834956000414503,,0.003119796960448784
0.252219,,0.0035696741956434686,,0.0022984598582460047
0.252888,,0.002304392390872656,,0.001477122756043281
0.253557,,0.0010391105861017325,,0.0006557856538405571
0.254226,,-0.0002261712186691911,,-0.00016555144836222224
0.254895,,-0.0014914530234400036,,-0.000986888550564946
0.255564,,0.01346526517178892,,0.009865873633735311
0.256233,,0.012378708335978872,,0.009045789789466574
0.256902,,0.011324303081886589,,0.008225705945197836
0.257571,,0.010269897827794416,,0.0074056221009291545
0.25824,,0.009215492573702022,,0.006585538256660417
0.258909,,0.00816108731960985,,0.005765454412391735
0.259578,,0.007106682065517567,,0.004945370568123053
0.260247,,0.006052276811425283,,0.00412528672385426
0.260916,,0.0050183209356902125,,0.003305202879585578
0.261585,,0.004037074152832831,,0.0024851190353168406
0.262254,,0.003055827369975561,,0.0016650351910481587
0.262923,,0.002074580587118291,,0.0008449513467793657
0.263592,,0.0010933338042610208,,4.931322931583937e-05
0.264261,,0.00011208702140363958,,-0.0007347481673039002
0.26493,,-0.0008691597614536306,,-0.0015188095639235843
0.265599,,0.010694593455689128,,0.009616129039456689
0.266268,,0.009716752302914688,,0.00883206764283695
0.266937,,0.00874028196979637,,0.008048006246217265
0.267606,,0.007763811636677942,,0.00726394484959747
0.268275,,0.006787341303559624,,0.006479883452977786
0.268944,,0.005810870970441306,,0.005695822056358046
0.269613,,0.004834400637322878,,0.004911760659738362
0.270282,,0.00385793030420456,,0.004127699263118567
0.270951,,0.0029014010501779985,,0.0033333181879532936
0.27162,,0.002062462489352823,,0.0025119386024307633
0.272289,,0.0012235239285276478,,0.0016905590169081774
0.272958,,0.0003845853677024724,,0.0008691794313856471
0.273627,,-0.00045435319312270295,,4.7799845863061297e-05
0.274296,,-0.0012932917539478783,,-0.000773579739659469
0.274965,,-0.0021322303147731647,,-0.0015949593251820549
0.275634,,0.00804183112440171,,0.00901366108929541
0.276303,,0.007131476017735339,,0.008192281503772825
0.276972,,0.006168761111916221,,0.007370901918250294
0.277641,,0.0052060462060971036,,0.0065495223327277086
0.27831,,0.004243331300277986,,0.005728142747205178
0.278979,,0.0032806163944588684,,0.004998082867415432
0.279648,,0.00231790148863964,,0.004280957348676451
0.280317,,0.0013551865828205223,,0.0035638318299375804
0.280986,,0.00039308679391003576,,0.002846706311198599
0.281655,,-0.0005010425765841209,,0.0021295807924597288
0.282324,,-0.0013951719470784996,,0.0014124552737207474
0.282993,,-0.0022893013175727672,,0.0006953297549818771
0.283663,,-0.0031847672043159303,,-2.286770025744511e-05
0.284332,,-0.004078896574810087,,-0.0007399932189963154
0.285001,,0.006284974054695525,,0.008651881262264682
0.28567,,0.005390844684201368,,0.007934755743525812
0.286339,,0.004472373696242649,,0.007251021119271894
0.287008,,0.0035234142177228422,,0.006603922272666263
0.287677,,0.002574454739202814,,0.005956823426060576
0.288346,,0.0016254952606828965,,0.005309724579454889
0.289015,,0.0006765357821628681,,0.0046626257328492016
0.289684,,-0.0002724236963569382,,0.00401552688624357
0.290353,,-0.0012213831748769666,,0.003368428039637883
0.291022,,-0.002170342653396884,,0.002721329193032196
0.291691,,-0.0029225406071519133,,0.0020742303464265643
0.29236,,-0.0036468696077406326,,0.0014271314998208773
0.293029,,-0.004371198608329241,,0.0007800326532152457
0.293698,,-0.00509552760891796,,0.00012732826274280962
0.294367,,-0.0058198566095065685,,-0.0005933021298794028
0.295036,,0.004263814389904752,,0.008924067477498354
0.295705,,0.0035394853893161438,,0.008203437084876142
0.296374,,0.0028193478428719665,,0.007482806692253874
0.297043,,0.0021086308948204957,,0.0067621762996316614
0.297712,,0.001397913946769136,,0.006041545907009449
0.298381,,0.0006871969987176652,,0.005320915514387181
0.29905,,-2.3519949333694612e-05,,0.004600285121764969
0.299719,,-0.0007342368973851654,,0.003879654729142701
0.300388,,-0.0014449538454365252,,0.0031590243365204884
0.301057,,-0.002155670793487996,,0.0024383939438982205
0.301726,,-0.002747322823659526,,0.0017748106490548254
0.302395,,-0.003297446162715656,,0.0011386150095610281
0.303064,,-0.003847569501771786,,0.0005024193700672308
0.303733,,-0.004397692840827916,,-0.000133776269426511
0.304402,,-0.004947816179884157,,-0.0007699719089203638
0.305071,,0.002307060481059775,,0.008248832451585808
0.30574,,0.001756937142003645,,0.007612636812092011
0.306409,,0.0012091985093131141,,0.006976441172598213
0.307078,,0.0006728283474862762,,0.0063402455331043606
0.307747,,0.00013645818565943824,,0.005704049893610619
0.308416,,-0.0003999119761673997,,0.005067854254116766
0.309085,,-0.0009362821379942377,,0.004427231826649225
0.309754,,-0.0014726522998210756,,0.0037748530114480316
0.310423,,-0.0020090224616479135,,0.0031224741962468383
0.311092,,-0.0025453926234747515,,0.002470095381045645
0.311761,,-0.003062396111354615,,0.0018177165658444516
0.31243,,-0.003566775396957822,,0.0011653377506432583
0.313099,,-0.00407115468256114,,0.0005129589354420094
0.313768,,-0.004575533968164458,,-0.0001394198797591284
0.314437,,-0.005079913253767776,,-0.0007917986949603772
0.315106,,0.00046270746062893053,,0.0070238224898384605
0.315775,,-4.1671824974387484e-05,,0.006371443674637323
0.316444,,-0.0005399895754117923,,0.005719064859436074
0.317113,,-0.0008884008984767489,,0.00516207944946695
0.317782,,-0.0012368122215418165,,0.0046189783536154105
0.318451,,-0.001585223544606884,,0.004075877257763927
0.31912,,-0.0019336348676718407,,0.0035327761619123876
0.319789,,-0.0022820461907369083,,0.002989675066060904
0.320458,,-0.002630457513801976,,0.0024465739702094202
0.321127,,-0.0029788688368669325,,0.0019034728743579366
0.321796,,-0.0033445488409858948,,0.0013603717785063973
0.322465,,-0.0037296355533368297,,0.0008172706826549136
0.323134,,-0.004114722265687765,,0.00027416958680342995
0.323803,,-0.004499808978038811,,-0.00026893150904810925
0.324472,,-0.004884895690389746,,-0.0008210680428711314
0.325141,,0.00028801759725938236,,0.00728270203848308
0.32581,,-9.706911509155258e-05,,0.00672047211983734
0.326479,,-0.00048215582744248753,,0.006158242201191544
0.327149,,-0.0008180682465459554,,0.00559517187907993
0.327818,,-0.0011481422499796112,,0.00503294196043419
0.328487,,-0.001478216253413378,,0.004470712041788449
0.329156,,-0.0018082902568470338,,0.003908482123142709
0.329825,,-0.0021383642602806896,,0.003346252204496969
0.330494,,-0.0024684382637144564,,0.002784022285851173
0.331163,,-0.002798512267148112,,0.002221792367205433
0.331832,,-0.00313477667924289,,0.0016580028460948526
0.332501,,-0.003483256831095627,,0.0010744795795111228
0.33317,,-0.003831736982948253,,0.0004909563129273931
0.333839,,-0.004180217134800879,,-9.25669536562812e-05
0.334508,,-0.004528697286653616,,-0.000676090220240011
0.335177,,-0.00021917743850630167,,0.006851386513176294
0.335846,,-0.0005676575903589276,,0.00626786324659262
0.336515,,-0.0009161377422115535,,0.00568433998000889
0.337184,,-0.001222216390841524,,0.005100816713425216
0.337853,,-0.0015156157550125782,,0.004517293446841486
0.338522,,-0.0018090151191836323,,0.003933770180257812
