"# Cumulative PET Volume Histogram (PVH) - PET in Bq/mL, Volume in mL"
# Values represent volume of structure with >= PET activity
# Generated from PET and RT Structure data

PET_Bq_per_mL,BODY_1_Volume_mL,CouchSurface_11_Volume_mL,override_1_Volume_mL,PTV_5mm_4cm_sphere_Volume_mL,.GTV_point_source_Volume_mL,OAR_2_1_Volume_mL
216325.375557,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216366.698456,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216408.021355,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216449.344254,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216490.667152,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216531.990051,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216573.312950,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216614.635849,1.4860,0.0000,1.4860,1.4860,1.4860,0.0000
216655.958748,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216697.281647,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216738.604546,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216779.927444,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216821.250343,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216862.573242,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216903.896141,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216945.219040,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
216986.541939,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217027.864838,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217069.187737,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217110.510635,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217151.833534,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217193.156433,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217234.479332,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217275.802231,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217317.125130,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217358.448029,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217399.770927,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217441.093826,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217482.416725,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217523.739624,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217565.062523,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217606.385422,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217647.708321,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217689.031219,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217730.354118,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217771.677017,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217812.999916,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217854.322815,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217895.645714,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217936.968613,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
217978.291512,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
218019.614410,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
218060.937309,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
218102.260208,1.4790,0.0000,1.4790,1.4790,1.4790,0.0000
218143.583107,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218184.906006,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218226.228905,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218267.551804,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218308.874702,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218350.197601,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218391.520500,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218432.843399,1.4720,0.0000,1.4720,1.4720,1.4720,0.0000
218474.166298,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218515.489197,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218556.812096,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218598.134995,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218639.457893,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218680.780792,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218722.103691,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218763.426590,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218804.749489,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218846.072388,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218887.395287,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218928.718185,1.4650,0.0000,1.4650,1.4650,1.4650,0.0000
218970.041084,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219011.363983,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219052.686882,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219094.009781,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219135.332680,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219176.655579,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219217.978477,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219259.301376,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219300.624275,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219341.947174,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219383.270073,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219424.592972,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219465.915871,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219507.238770,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219548.561668,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219589.884567,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219631.207466,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219672.530365,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219713.853264,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219755.176163,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219796.499062,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219837.821960,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219879.144859,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219920.467758,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
219961.790657,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220003.113556,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220044.436455,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220085.759354,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220127.082253,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220168.405151,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220209.728050,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220251.050949,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220292.373848,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220333.696747,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220375.019646,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220416.342545,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220457.665443,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220498.988342,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220540.311241,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220581.634140,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220622.957039,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220664.279938,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220705.602837,1.4580,0.0000,1.4580,1.4580,1.4580,0.0000
220746.925735,1.4510,0.0000,1.4510,1.4510,1.4510,0.0000
220788.248634,1.4510,0.0000,1.4510,1.4510,1.4510,0.0000
220829.571533,1.4510,0.0000,1.4510,1.4510,1.4510,0.0000
220870.894432,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
220912.217331,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
220953.540230,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
220994.863129,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221036.186028,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221077.508926,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221118.831825,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221160.154724,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221201.477623,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221242.800522,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221284.123421,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221325.446320,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221366.769218,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221408.092117,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221449.415016,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221490.737915,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221532.060814,1.4440,0.0000,1.4440,1.4440,1.4440,0.0000
221573.383713,1.4369,0.0000,1.4369,1.4369,1.4369,0.0000
221614.706612,1.4369,0.0000,1.4369,1.4369,1.4369,0.0000
221656.029510,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221697.352409,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221738.675308,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221779.998207,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221821.321106,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221862.644005,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221903.966904,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221945.289803,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
221986.612701,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
222027.935600,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
222069.258499,1.4299,0.0000,1.4299,1.4299,1.4299,0.0000
222110.581398,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222151.904297,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222193.227196,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222234.550095,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222275.872993,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222317.195892,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222358.518791,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222399.841690,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222441.164589,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222482.487488,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222523.810387,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222565.133286,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222606.456184,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222647.779083,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222689.101982,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222730.424881,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222771.747780,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222813.070679,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222854.393578,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222895.716476,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222937.039375,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
222978.362274,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223019.685173,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223061.008072,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223102.330971,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223143.653870,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223184.976768,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223226.299667,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223267.622566,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223308.945465,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223350.268364,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223391.591263,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223432.914162,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223474.237061,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223515.559959,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223556.882858,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223598.205757,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223639.528656,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223680.851555,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223722.174454,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223763.497353,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223804.820251,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223846.143150,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223887.466049,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223928.788948,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
223970.111847,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224011.434746,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224052.757645,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224094.080544,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224135.403442,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224176.726341,1.4229,0.0000,1.4229,1.4229,1.4229,0.0000
224218.049240,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224259.372139,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224300.695038,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224342.017937,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224383.340836,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224424.663734,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224465.986633,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224507.309532,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224548.632431,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224589.955330,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224631.278229,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224672.601128,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224713.924026,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224755.246925,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224796.569824,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224837.892723,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224879.215622,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224920.538521,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
224961.861420,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225003.184319,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225044.507217,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225085.830116,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225127.153015,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225168.475914,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225209.798813,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225251.121712,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225292.444611,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225333.767509,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225375.090408,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225416.413307,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225457.736206,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225499.059105,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225540.382004,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225581.704903,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225623.027802,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225664.350700,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225705.673599,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225746.996498,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225788.319397,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225829.642296,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225870.965195,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225912.288094,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225953.610992,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
225994.933891,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
226036.256790,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
226077.579689,1.4159,0.0000,1.4159,1.4159,1.4159,0.0000
226118.902588,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226160.225487,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226201.548386,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226242.871284,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226284.194183,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226325.517082,1.4089,0.0000,1.4089,1.4089,1.4089,0.0000
226366.839981,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226408.162880,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226449.485779,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226490.808678,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226532.131577,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226573.454475,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226614.777374,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226656.100273,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226697.423172,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226738.746071,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226780.068970,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226821.391869,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226862.714767,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226904.037666,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226945.360565,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
226986.683464,1.4019,0.0000,1.4019,1.4019,1.4019,0.0000
227028.006363,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227069.329262,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227110.652161,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227151.975060,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227193.297958,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227234.620857,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227275.943756,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227317.266655,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227358.589554,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227399.912453,1.3949,0.0000,1.3949,1.3949,1.3949,0.0000
227441.235352,1.3879,0.0000,1.3879,1.3879,1.3879,0.0000
227482.558250,1.3879,0.0000,1.3879,1.3879,1.3879,0.0000
227523.881149,1.3879,0.0000,1.3879,1.3879,1.3879,0.0000
227565.204048,1.3809,0.0000,1.3809,1.3809,1.3809,0.0000
227606.526947,1.3809,0.0000,1.3809,1.3809,1.3809,0.0000
227647.849846,1.3809,0.0000,1.3809,1.3809,1.3809,0.0000
227689.172745,1.3809,0.0000,1.3809,1.3809,1.3809,0.0000
227730.495644,1.3809,0.0000,1.3809,1.3809,1.3809,0.0000
227771.818542,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
227813.141441,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
227854.464340,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
227895.787239,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
227937.110138,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
227978.433037,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228019.755936,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228061.078835,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228102.401733,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228143.724632,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228185.047531,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228226.370430,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228267.693329,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228309.016228,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228350.339127,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228391.662025,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228432.984924,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228474.307823,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228515.630722,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228556.953621,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228598.276520,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228639.599419,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228680.922318,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228722.245216,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228763.568115,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228804.891014,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228846.213913,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228887.536812,1.3739,0.0000,1.3739,1.3739,1.3739,0.0000
228928.859711,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
228970.182610,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229011.505508,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229052.828407,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229094.151306,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229135.474205,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229176.797104,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229218.120003,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229259.442902,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229300.765800,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229342.088699,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229383.411598,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229424.734497,1.3669,0.0000,1.3669,1.3669,1.3669,0.0000
229466.057396,1.3598,0.0000,1.3598,1.3598,1.3598,0.0000
229507.380295,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229548.703194,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229590.026093,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229631.348991,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229672.671890,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229713.994789,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229755.317688,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229796.640587,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229837.963486,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229879.286385,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229920.609283,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
229961.932182,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230003.255081,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230044.577980,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230085.900879,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230127.223778,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230168.546677,1.3528,0.0000,1.3528,1.3528,1.3528,0.0000
230209.869576,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230251.192474,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230292.515373,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230333.838272,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230375.161171,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230416.484070,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230457.806969,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230499.129868,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230540.452766,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230581.775665,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230623.098564,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230664.421463,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230705.744362,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230747.067261,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230788.390160,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230829.713058,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230871.035957,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230912.358856,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230953.681755,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
230995.004654,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231036.327553,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231077.650452,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231118.973351,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231160.296249,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231201.619148,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231242.942047,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231284.264946,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231325.587845,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231366.910744,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231408.233643,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231449.556541,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231490.879440,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231532.202339,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231573.525238,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231614.848137,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231656.171036,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231697.493935,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231738.816833,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231780.139732,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231821.462631,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231862.785530,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231904.108429,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231945.431328,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
231986.754227,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
232028.077126,1.3458,0.0000,1.3458,1.3458,1.3458,0.0000
232069.400024,1.3388,0.0000,1.3388,1.3388,1.3388,0.0000
232110.722923,1.3388,0.0000,1.3388,1.3388,1.3388,0.0000
