"# Cumulative PET Volume Histogram (PVH) - PET in Bq/mL, Volume in mL"
# Values represent volume of structure with >= PET activity
# Generated from PET and RT Structure data

PET_Bq_per_mL,BODY_1_Volume_mL,CouchSurface_11_Volume_mL,override_1_Volume_mL,PTV_5mm_4cm_sphere_Volume_mL,.GTV_point_source_Volume_mL,OAR_2_1_Volume_mL
91240.960693,3.9604,0.0000,3.9604,3.9604,3.9534,0.0000
91282.283592,3.9604,0.0000,3.9604,3.9604,3.9534,0.0000
91323.606491,3.9604,0.0000,3.9604,3.9604,3.9534,0.0000
91364.929390,3.9464,0.0000,3.9464,3.9464,3.9393,0.0000
91406.252289,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91447.575188,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91488.898087,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91530.220985,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91571.543884,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91612.866783,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91654.189682,3.9393,0.0000,3.9393,3.9393,3.9393,0.0000
91695.512581,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91736.835480,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91778.158379,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91819.481277,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91860.804176,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91902.127075,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91943.449974,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
91984.772873,3.9323,0.0000,3.9323,3.9323,3.9323,0.0000
92026.095772,3.9253,0.0000,3.9253,3.9253,3.9253,0.0000
92067.418671,3.9253,0.0000,3.9253,3.9253,3.9253,0.0000
92108.741570,3.9253,0.0000,3.9253,3.9253,3.9253,0.0000
92150.064468,3.9253,0.0000,3.9253,3.9253,3.9253,0.0000
92191.387367,3.9183,0.0000,3.9183,3.9183,3.9183,0.0000
92232.710266,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92274.033165,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92315.356064,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92356.678963,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92398.001862,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92439.324760,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92480.647659,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92521.970558,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92563.293457,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92604.616356,3.9113,0.0000,3.9113,3.9113,3.9113,0.0000
92645.939255,3.9043,0.0000,3.9043,3.9043,3.9043,0.0000
92687.262154,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92728.585052,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92769.907951,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92811.230850,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92852.553749,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92893.876648,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92935.199547,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
92976.522446,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93017.845345,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93059.168243,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93100.491142,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93141.814041,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93183.136940,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93224.459839,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93265.782738,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93307.105637,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93348.428535,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93389.751434,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93431.074333,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93472.397232,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93513.720131,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93555.043030,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93596.365929,3.8973,0.0000,3.8973,3.8973,3.8973,0.0000
93637.688828,3.8903,0.0000,3.8903,3.8903,3.8903,0.0000
93679.011726,3.8903,0.0000,3.8903,3.8903,3.8903,0.0000
93720.334625,3.8903,0.0000,3.8903,3.8903,3.8903,0.0000
93761.657524,3.8903,0.0000,3.8903,3.8903,3.8903,0.0000
93802.980423,3.8903,0.0000,3.8903,3.8903,3.8903,0.0000
93844.303322,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
93885.626221,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
93926.949120,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
93968.272018,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
94009.594917,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
94050.917816,3.8833,0.0000,3.8833,3.8833,3.8833,0.0000
94092.240715,3.8763,0.0000,3.8763,3.8763,3.8763,0.0000
94133.563614,3.8622,0.0000,3.8622,3.8622,3.8622,0.0000
94174.886513,3.8622,0.0000,3.8622,3.8622,3.8622,0.0000
94216.209412,3.8622,0.0000,3.8622,3.8622,3.8622,0.0000
94257.532310,3.8552,0.0000,3.8552,3.8552,3.8552,0.0000
94298.855209,3.8482,0.0000,3.8482,3.8482,3.8482,0.0000
94340.178108,3.8482,0.0000,3.8482,3.8482,3.8482,0.0000
94381.501007,3.8482,0.0000,3.8482,3.8482,3.8482,0.0000
94422.823906,3.8482,0.0000,3.8482,3.8482,3.8482,0.0000
94464.146805,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94505.469704,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94546.792603,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94588.115501,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94629.438400,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94670.761299,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94712.084198,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94753.407097,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94794.729996,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94836.052895,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94877.375793,3.8412,0.0000,3.8412,3.8412,3.8412,0.0000
94918.698692,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
94960.021591,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95001.344490,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95042.667389,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95083.990288,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95125.313187,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95166.636086,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95207.958984,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95249.281883,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95290.604782,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95331.927681,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95373.250580,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95414.573479,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95455.896378,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95497.219276,3.8342,0.0000,3.8342,3.8342,3.8342,0.0000
95538.542175,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95579.865074,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95621.187973,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95662.510872,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95703.833771,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95745.156670,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95786.479568,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95827.802467,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95869.125366,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95910.448265,3.8272,0.0000,3.8272,3.8272,3.8272,0.0000
95951.771164,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
95993.094063,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
96034.416962,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
96075.739861,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
96117.062759,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
96158.385658,3.8132,0.0000,3.8132,3.8132,3.8132,0.0000
96199.708557,3.7992,0.0000,3.7992,3.7992,3.7992,0.0000
96241.031456,3.7921,0.0000,3.7921,3.7921,3.7921,0.0000
96282.354355,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96323.677254,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96365.000153,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96406.323051,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96447.645950,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96488.968849,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96530.291748,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96571.614647,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96612.937546,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96654.260445,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96695.583344,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96736.906242,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96778.229141,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96819.552040,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96860.874939,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96902.197838,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96943.520737,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
96984.843636,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97026.166534,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97067.489433,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97108.812332,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97150.135231,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97191.458130,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97232.781029,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97274.103928,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97315.426826,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97356.749725,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97398.072624,3.7851,0.0000,3.7851,3.7851,3.7851,0.0000
97439.395523,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97480.718422,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97522.041321,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97563.364220,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97604.687119,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97646.010017,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97687.332916,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97728.655815,3.7781,0.0000,3.7781,3.7781,3.7781,0.0000
97769.978714,3.7711,0.0000,3.7711,3.7711,3.7711,0.0000
97811.301613,3.7711,0.0000,3.7711,3.7711,3.7711,0.0000
97852.624512,3.7711,0.0000,3.7711,3.7711,3.7711,0.0000
97893.947411,3.7711,0.0000,3.7711,3.7711,3.7711,0.0000
97935.270309,3.7641,0.0000,3.7641,3.7641,3.7641,0.0000
97976.593208,3.7641,0.0000,3.7641,3.7641,3.7641,0.0000
98017.916107,3.7641,0.0000,3.7641,3.7641,3.7641,0.0000
98059.239006,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98100.561905,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98141.884804,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98183.207703,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98224.530602,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98265.853500,3.7571,0.0000,3.7571,3.7571,3.7571,0.0000
98307.176399,3.7501,0.0000,3.7501,3.7501,3.7501,0.0000
98348.499298,3.7501,0.0000,3.7501,3.7501,3.7501,0.0000
98389.822197,3.7431,0.0000,3.7431,3.7431,3.7431,0.0000
98431.145096,3.7431,0.0000,3.7431,3.7431,3.7431,0.0000
98472.467995,3.7361,0.0000,3.7361,3.7361,3.7361,0.0000
98513.790894,3.7361,0.0000,3.7361,3.7361,3.7361,0.0000
98555.113792,3.7291,0.0000,3.7291,3.7291,3.7291,0.0000
98596.436691,3.7221,0.0000,3.7221,3.7221,3.7221,0.0000
98637.759590,3.7221,0.0000,3.7221,3.7221,3.7221,0.0000
98679.082489,3.7221,0.0000,3.7221,3.7221,3.7221,0.0000
98720.405388,3.7221,0.0000,3.7221,3.7221,3.7221,0.0000
98761.728287,3.7221,0.0000,3.7221,3.7221,3.7221,0.0000
98803.051186,3.7150,0.0000,3.7150,3.7150,3.7150,0.0000
98844.374084,3.7150,0.0000,3.7150,3.7150,3.7150,0.0000
98885.696983,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
98927.019882,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
98968.342781,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99009.665680,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99050.988579,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99092.311478,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99133.634377,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99174.957275,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99216.280174,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99257.603073,3.7080,0.0000,3.7080,3.7080,3.7080,0.0000
99298.925972,3.7010,0.0000,3.7010,3.7010,3.7010,0.0000
99340.248871,3.7010,0.0000,3.7010,3.7010,3.7010,0.0000
99381.571770,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99422.894669,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99464.217567,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99505.540466,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99546.863365,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99588.186264,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99629.509163,3.6870,0.0000,3.6870,3.6870,3.6870,0.0000
99670.832062,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99712.154961,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99753.477859,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99794.800758,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99836.123657,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99877.446556,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99918.769455,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
99960.092354,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100001.415253,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100042.738152,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100084.061050,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100125.383949,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100166.706848,3.6800,0.0000,3.6800,3.6800,3.6800,0.0000
100208.029747,3.6730,0.0000,3.6730,3.6730,3.6730,0.0000
100249.352646,3.6730,0.0000,3.6730,3.6730,3.6730,0.0000
100290.675545,3.6730,0.0000,3.6730,3.6730,3.6730,0.0000
100331.998444,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100373.321342,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100414.644241,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100455.967140,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100497.290039,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100538.612938,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100579.935837,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100621.258736,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100662.581635,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100703.904533,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100745.227432,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100786.550331,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100827.873230,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100869.196129,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100910.519028,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100951.841927,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
100993.164825,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101034.487724,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101075.810623,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101117.133522,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101158.456421,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101199.779320,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101241.102219,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101282.425117,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101323.748016,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101365.070915,3.6660,0.0000,3.6660,3.6660,3.6660,0.0000
101406.393814,3.6590,0.0000,3.6590,3.6590,3.6590,0.0000
101447.716713,3.6590,0.0000,3.6590,3.6590,3.6590,0.0000
101489.039612,3.6590,0.0000,3.6590,3.6590,3.6590,0.0000
101530.362511,3.6590,0.0000,3.6590,3.6590,3.6590,0.0000
101571.685410,3.6590,0.0000,3.6590,3.6590,3.6590,0.0000
101613.008308,3.6520,0.0000,3.6520,3.6520,3.6520,0.0000
101654.331207,3.6520,0.0000,3.6520,3.6520,3.6520,0.0000
101695.654106,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101736.977005,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101778.299904,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101819.622803,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101860.945702,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101902.268600,3.6449,0.0000,3.6449,3.6449,3.6449,0.0000
101943.591499,3.6379,0.0000,3.6379,3.6379,3.6379,0.0000
101984.914398,3.6379,0.0000,3.6379,3.6379,3.6379,0.0000
102026.237297,3.6379,0.0000,3.6379,3.6379,3.6379,0.0000
102067.560196,3.6379,0.0000,3.6379,3.6379,3.6379,0.0000
102108.883095,3.6309,0.0000,3.6309,3.6309,3.6309,0.0000
102150.205994,3.6239,0.0000,3.6239,3.6239,3.6239,0.0000
102191.528893,3.6169,0.0000,3.6169,3.6169,3.6169,0.0000
102232.851791,3.6169,0.0000,3.6169,3.6169,3.6169,0.0000
102274.174690,3.6099,0.0000,3.6099,3.6099,3.6099,0.0000
102315.497589,3.6099,0.0000,3.6099,3.6099,3.6099,0.0000
102356.820488,3.6099,0.0000,3.6099,3.6099,3.6099,0.0000
102398.143387,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102439.466286,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102480.789185,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102522.112083,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102563.434982,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102604.757881,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102646.080780,3.6029,0.0000,3.6029,3.6029,3.6029,0.0000
102687.403679,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102728.726578,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102770.049477,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102811.372375,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102852.695274,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102894.018173,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102935.341072,3.5959,0.0000,3.5959,3.5959,3.5959,0.0000
102976.663971,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103017.986870,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103059.309769,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103100.632668,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103141.955566,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103183.278465,3.5889,0.0000,3.5889,3.5889,3.5889,0.0000
103224.601364,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103265.924263,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103307.247162,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103348.570061,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103389.892960,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103431.215858,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103472.538757,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103513.861656,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103555.184555,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103596.507454,3.5819,0.0000,3.5819,3.5819,3.5819,0.0000
103637.830353,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103679.153252,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103720.476151,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103761.799049,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103803.121948,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103844.444847,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103885.767746,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103927.090645,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
103968.413544,3.5749,0.0000,3.5749,3.5749,3.5749,0.0000
104009.736443,3.5678,0.0000,3.5678,3.5678,3.5678,0.0000
104051.059341,3.5678,0.0000,3.5678,3.5678,3.5678,0.0000
104092.382240,3.5678,0.0000,3.5678,3.5678,3.5678,0.0000
104133.705139,3.5678,0.0000,3.5678,3.5678,3.5678,0.0000
104175.028038,3.5608,0.0000,3.5608,3.5608,3.5608,0.0000
104216.350937,3.5538,0.0000,3.5538,3.5538,3.5538,0.0000
104257.673836,3.5538,0.0000,3.5538,3.5538,3.5538,0.0000
104298.996735,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104340.319633,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104381.642532,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104422.965431,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104464.288330,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104505.611229,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104546.934128,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104588.257027,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104629.579926,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104670.902824,3.5468,0.0000,3.5468,3.5468,3.5468,0.0000
104712.225723,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104753.548622,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104794.871521,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104836.194420,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104877.517319,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104918.840218,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
104960.163116,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
105001.486015,3.5398,0.0000,3.5398,3.5398,3.5398,0.0000
105042.808914,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105084.131813,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105125.454712,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105166.777611,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105208.100510,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105249.423409,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105290.746307,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105332.069206,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105373.392105,3.5328,0.0000,3.5328,3.5328,3.5328,0.0000
105414.715004,3.5258,0.0000,3.5258,3.5258,3.5258,0.0000
105456.037903,3.5258,0.0000,3.5258,3.5258,3.5258,0.0000
105497.360802,3.5258,0.0000,3.5258,3.5258,3.5258,0.0000
105538.683701,3.5258,0.0000,3.5258,3.5258,3.5258,0.0000
105580.006599,3.5188,0.0000,3.5188,3.5188,3.5188,0.0000
105621.329498,3.5188,0.0000,3.5188,3.5188,3.5188,0.0000
105662.652397,3.5188,0.0000,3.5188,3.5188,3.5188,0.0000
105703.975296,3.5118,0.0000,3.5118,3.5118,3.5118,0.0000
105745.298195,3.5118,0.0000,3.5118,3.5118,3.5118,0.0000
105786.621094,3.5118,0.0000,3.5118,3.5118,3.5118,0.0000
105827.943993,3.5048,0.0000,3.5048,3.5048,3.5048,0.0000
105869.266891,3.5048,0.0000,3.5048,3.5048,3.5048,0.0000
105910.589790,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
105951.912689,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
105993.235588,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106034.558487,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106075.881386,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106117.204285,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106158.527184,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106199.850082,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106241.172981,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106282.495880,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106323.818779,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106365.141678,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106406.464577,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106447.787476,3.4977,0.0000,3.4977,3.4977,3.4977,0.0000
106489.110374,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106530.433273,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106571.756172,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106613.079071,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106654.401970,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106695.724869,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106737.047768,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106778.370667,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106819.693565,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106861.016464,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106902.339363,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106943.662262,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
106984.985161,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
107026.308060,3.4907,0.0000,3.4907,3.4907,3.4907,0.0000
