"# Cumulative PET Volume Histogram (PVH) - PET in Bq/mL, Relative Cumulative Volume (fraction 0-1)"
# Values represent fraction of structure volume with >= PET activity
# Generated from PET and RT Structure data

PET_Bq_per_mL,BODY_1_RelativeCumVolume,CouchSurface_11_RelativeCumVolume,override_1_RelativeCumVolume,PTV_5mm_4cm_sphere_RelativeCumVolume,.GTV_point_source_RelativeCumVolume,OAR_2_1_RelativeCumVolume
110249.494171,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110290.817070,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110332.139969,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110373.462868,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110414.785767,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110456.108665,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110497.431564,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110538.754463,0.000090,0.000000,0.000179,0.066186,0.562356,0.000000
110580.077362,0.000090,0.000000,0.000178,0.066051,0.561201,0.000000
110621.400261,0.000090,0.000000,0.000178,0.066051,0.561201,0.000000
110662.723160,0.000090,0.000000,0.000178,0.066051,0.561201,0.000000
110704.046059,0.000089,0.000000,0.000178,0.065915,0.560046,0.000000
110745.368958,0.000089,0.000000,0.000178,0.065915,0.560046,0.000000
110786.691856,0.000089,0.000000,0.000178,0.065915,0.560046,0.000000
110828.014755,0.000089,0.000000,0.000178,0.065915,0.560046,0.000000
110869.337654,0.000089,0.000000,0.000177,0.065643,0.557737,0.000000
110910.660553,0.000089,0.000000,0.000177,0.065643,0.557737,0.000000
110951.983452,0.000089,0.000000,0.000177,0.065643,0.557737,0.000000
110993.306351,0.000089,0.000000,0.000177,0.065507,0.556582,0.000000
111034.629250,0.000089,0.000000,0.000177,0.065371,0.555427,0.000000
111075.952148,0.000089,0.000000,0.000177,0.065371,0.555427,0.000000
111117.275047,0.000089,0.000000,0.000177,0.065371,0.555427,0.000000
111158.597946,0.000089,0.000000,0.000177,0.065371,0.555427,0.000000
111199.920845,0.000089,0.000000,0.000177,0.065371,0.555427,0.000000
111241.243744,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111282.566643,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111323.889542,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111365.212440,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111406.535339,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111447.858238,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111489.181137,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111530.504036,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111571.826935,0.000089,0.000000,0.000176,0.065235,0.554273,0.000000
111613.149834,0.000088,0.000000,0.000176,0.065099,0.553118,0.000000
111654.472733,0.000088,0.000000,0.000176,0.065099,0.553118,0.000000
111695.795631,0.000088,0.000000,0.000176,0.065099,0.553118,0.000000
111737.118530,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111778.441429,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111819.764328,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111861.087227,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111902.410126,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111943.733025,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
111985.055923,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
112026.378822,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
112067.701721,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
112109.024620,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
112150.347519,0.000088,0.000000,0.000175,0.064691,0.549654,0.000000
112191.670418,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112232.993317,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112274.316216,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112315.639114,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112356.962013,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112398.284912,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112439.607811,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112480.930710,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112522.253609,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112563.576508,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112604.899406,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112646.222305,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112687.545204,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112728.868103,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112770.191002,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112811.513901,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112852.836800,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112894.159698,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112935.482597,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
112976.805496,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113018.128395,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113059.451294,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113100.774193,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113142.097092,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113183.419991,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113224.742889,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113266.065788,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113307.388687,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113348.711586,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113390.034485,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113431.357384,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113472.680283,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113514.003181,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113555.326080,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113596.648979,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113637.971878,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113679.294777,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113720.617676,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113761.940575,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113803.263474,0.000087,0.000000,0.000174,0.064420,0.547344,0.000000
113844.586372,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
113885.909271,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
113927.232170,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
113968.555069,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
114009.877968,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
114051.200867,0.000087,0.000000,0.000174,0.064284,0.546189,0.000000
114092.523766,0.000087,0.000000,0.000173,0.064148,0.545035,0.000000
114133.846664,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114175.169563,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114216.492462,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114257.815361,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114299.138260,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114340.461159,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114381.784058,0.000087,0.000000,0.000173,0.064012,0.543880,0.000000
114423.106956,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114464.429855,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114505.752754,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114547.075653,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114588.398552,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114629.721451,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114671.044350,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114712.367249,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114753.690147,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114795.013046,0.000086,0.000000,0.000172,0.063740,0.541570,0.000000
114836.335945,0.000086,0.000000,0.000172,0.063604,0.540416,0.000000
114877.658844,0.000086,0.000000,0.000172,0.063604,0.540416,0.000000
114918.981743,0.000086,0.000000,0.000171,0.063332,0.538106,0.000000
114960.304642,0.000086,0.000000,0.000171,0.063197,0.536952,0.000000
115001.627541,0.000086,0.000000,0.000171,0.063197,0.536952,0.000000
115042.950439,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115084.273338,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115125.596237,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115166.919136,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115208.242035,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115249.564934,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115290.887833,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115332.210732,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115373.533630,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115414.856529,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115456.179428,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115497.502327,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115538.825226,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115580.148125,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115621.471024,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115662.793922,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115704.116821,0.000086,0.000000,0.000170,0.063061,0.535797,0.000000
115745.439720,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115786.762619,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115828.085518,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115869.408417,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115910.731316,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115952.054214,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
115993.377113,0.000085,0.000000,0.000170,0.062925,0.534642,0.000000
116034.700012,0.000085,0.000000,0.000170,0.062789,0.533487,0.000000
116076.022911,0.000085,0.000000,0.000170,0.062789,0.533487,0.000000
116117.345810,0.000085,0.000000,0.000170,0.062789,0.533487,0.000000
116158.668709,0.000085,0.000000,0.000170,0.062789,0.533487,0.000000
116199.991608,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116241.314507,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116282.637405,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116323.960304,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116365.283203,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116406.606102,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116447.929001,0.000085,0.000000,0.000169,0.062653,0.532333,0.000000
116489.251900,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116530.574799,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116571.897697,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116613.220596,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116654.543495,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116695.866394,0.000085,0.000000,0.000169,0.062517,0.531178,0.000000
116737.189293,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116778.512192,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116819.835091,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116861.157990,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116902.480888,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116943.803787,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
116985.126686,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117026.449585,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117067.772484,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117109.095383,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117150.418282,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117191.741180,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117233.064079,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117274.386978,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117315.709877,0.000085,0.000000,0.000168,0.062381,0.530023,0.000000
117357.032776,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117398.355675,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117439.678574,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117481.001472,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117522.324371,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117563.647270,0.000084,0.000000,0.000168,0.062245,0.528868,0.000000
117604.970169,0.000084,0.000000,0.000168,0.062109,0.527714,0.000000
117646.293068,0.000084,0.000000,0.000168,0.062109,0.527714,0.000000
117687.615967,0.000084,0.000000,0.000168,0.062109,0.527714,0.000000
117728.938866,0.000084,0.000000,0.000167,0.061973,0.526559,0.000000
117770.261765,0.000084,0.000000,0.000167,0.061973,0.526559,0.000000
117811.584663,0.000084,0.000000,0.000167,0.061973,0.526559,0.000000
117852.907562,0.000084,0.000000,0.000167,0.061973,0.526559,0.000000
117894.230461,0.000084,0.000000,0.000167,0.061837,0.525404,0.000000
117935.553360,0.000084,0.000000,0.000167,0.061837,0.525404,0.000000
117976.876259,0.000084,0.000000,0.000167,0.061837,0.525404,0.000000
118018.199158,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118059.522057,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118100.844955,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118142.167854,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118183.490753,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118224.813652,0.000084,0.000000,0.000167,0.061702,0.524249,0.000000
118266.136551,0.000084,0.000000,0.000166,0.061566,0.523095,0.000000
118307.459450,0.000084,0.000000,0.000166,0.061566,0.523095,0.000000
118348.782349,0.000084,0.000000,0.000166,0.061566,0.523095,0.000000
118390.105247,0.000084,0.000000,0.000166,0.061566,0.523095,0.000000
118431.428146,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118472.751045,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118514.073944,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118555.396843,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118596.719742,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118638.042641,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118679.365540,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118720.688438,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118762.011337,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118803.334236,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118844.657135,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118885.980034,0.000083,0.000000,0.000166,0.061430,0.521940,0.000000
118927.302933,0.000083,0.000000,0.000166,0.061294,0.520785,0.000000
118968.625832,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119009.948730,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119051.271629,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119092.594528,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119133.917427,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119175.240326,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119216.563225,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119257.886124,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119299.209023,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119340.531921,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119381.854820,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119423.177719,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119464.500618,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119505.823517,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119547.146416,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119588.469315,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119629.792213,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119671.115112,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119712.438011,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119753.760910,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119795.083809,0.000083,0.000000,0.000165,0.061158,0.519630,0.000000
119836.406708,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
119877.729607,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
119919.052505,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
119960.375404,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
120001.698303,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
120043.021202,0.000083,0.000000,0.000165,0.061022,0.518476,0.000000
120084.344101,0.000083,0.000000,0.000164,0.060886,0.517321,0.000000
120125.667000,0.000083,0.000000,0.000164,0.060886,0.517321,0.000000
120166.989899,0.000083,0.000000,0.000164,0.060886,0.517321,0.000000
120208.312798,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120249.635696,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120290.958595,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120332.281494,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120373.604393,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120414.927292,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120456.250191,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120497.573090,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120538.895988,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120580.218887,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120621.541786,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120662.864685,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120704.187584,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120745.510483,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120786.833382,0.000082,0.000000,0.000164,0.060750,0.516166,0.000000
120828.156281,0.000082,0.000000,0.000164,0.060614,0.515012,0.000000
120869.479179,0.000082,0.000000,0.000164,0.060614,0.515012,0.000000
120910.802078,0.000082,0.000000,0.000163,0.060478,0.513857,0.000000
120952.124977,0.000082,0.000000,0.000163,0.060478,0.513857,0.000000
120993.447876,0.000082,0.000000,0.000163,0.060342,0.512702,0.000000
121034.770775,0.000082,0.000000,0.000163,0.060342,0.512702,0.000000
121076.093674,0.000082,0.000000,0.000163,0.060342,0.512702,0.000000
121117.416573,0.000082,0.000000,0.000163,0.060207,0.511547,0.000000
121158.739471,0.000082,0.000000,0.000163,0.060207,0.511547,0.000000
121200.062370,0.000082,0.000000,0.000163,0.060207,0.511547,0.000000
121241.385269,0.000082,0.000000,0.000163,0.060207,0.511547,0.000000
121282.708168,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121324.031067,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121365.353966,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121406.676865,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121447.999763,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121489.322662,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121530.645561,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121571.968460,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121613.291359,0.000081,0.000000,0.000162,0.060071,0.510393,0.000000
121654.614258,0.000081,0.000000,0.000162,0.059935,0.509238,0.000000
121695.937157,0.000081,0.000000,0.000162,0.059935,0.509238,0.000000
121737.260056,0.000081,0.000000,0.000162,0.059935,0.509238,0.000000
121778.582954,0.000081,0.000000,0.000162,0.059935,0.509238,0.000000
121819.905853,0.000081,0.000000,0.000161,0.059799,0.508083,0.000000
121861.228752,0.000081,0.000000,0.000161,0.059663,0.506928,0.000000
121902.551651,0.000081,0.000000,0.000161,0.059663,0.506928,0.000000
121943.874550,0.000081,0.000000,0.000161,0.059527,0.505774,0.000000
121985.197449,0.000081,0.000000,0.000161,0.059527,0.505774,0.000000
122026.520348,0.000081,0.000000,0.000161,0.059527,0.505774,0.000000
122067.843246,0.000081,0.000000,0.000161,0.059527,0.505774,0.000000
122109.166145,0.000081,0.000000,0.000160,0.059391,0.504619,0.000000
122150.489044,0.000081,0.000000,0.000160,0.059391,0.504619,0.000000
122191.811943,0.000081,0.000000,0.000160,0.059391,0.504619,0.000000
122233.134842,0.000081,0.000000,0.000160,0.059391,0.504619,0.000000
122274.457741,0.000080,0.000000,0.000160,0.059255,0.503464,0.000000
122315.780640,0.000080,0.000000,0.000160,0.059255,0.503464,0.000000
122357.103539,0.000080,0.000000,0.000160,0.059119,0.502309,0.000000
122398.426437,0.000080,0.000000,0.000160,0.059119,0.502309,0.000000
122439.749336,0.000080,0.000000,0.000160,0.059119,0.502309,0.000000
122481.072235,0.000080,0.000000,0.000160,0.059119,0.502309,0.000000
122522.395134,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122563.718033,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122605.040932,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122646.363831,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122687.686729,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122729.009628,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122770.332527,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122811.655426,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122852.978325,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122894.301224,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122935.624123,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
122976.947021,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123018.269920,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123059.592819,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123100.915718,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123142.238617,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123183.561516,0.000080,0.000000,0.000159,0.058983,0.501155,0.000000
123224.884415,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123266.207314,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123307.530212,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123348.853111,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123390.176010,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123431.498909,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123472.821808,0.000080,0.000000,0.000159,0.058848,0.500000,0.000000
123514.144707,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123555.467606,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123596.790504,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123638.113403,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123679.436302,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123720.759201,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123762.082100,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123803.404999,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123844.727898,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123886.050797,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123927.373695,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
123968.696594,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
124010.019493,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
124051.342392,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
124092.665291,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
124133.988190,0.000080,0.000000,0.000159,0.058712,0.498845,0.000000
124175.311089,0.000079,0.000000,0.000158,0.058576,0.497691,0.000000
124216.633987,0.000079,0.000000,0.000158,0.058576,0.497691,0.000000
124257.956886,0.000079,0.000000,0.000158,0.058576,0.497691,0.000000
124299.279785,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124340.602684,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124381.925583,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124423.248482,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124464.571381,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124505.894279,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124547.217178,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124588.540077,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124629.862976,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124671.185875,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124712.508774,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124753.831673,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124795.154572,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124836.477470,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124877.800369,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124919.123268,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
124960.446167,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125001.769066,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125043.091965,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125084.414864,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125125.737762,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125167.060661,0.000079,0.000000,0.000158,0.058440,0.496536,0.000000
125208.383560,0.000079,0.000000,0.000157,0.058304,0.495381,0.000000
125249.706459,0.000079,0.000000,0.000157,0.058168,0.494226,0.000000
125291.029358,0.000079,0.000000,0.000157,0.058032,0.493072,0.000000
125332.352257,0.000079,0.000000,0.000157,0.058032,0.493072,0.000000
125373.675156,0.000079,0.000000,0.000157,0.058032,0.493072,0.000000
125414.998055,0.000079,0.000000,0.000156,0.057896,0.491917,0.000000
125456.320953,0.000079,0.000000,0.000156,0.057896,0.491917,0.000000
125497.643852,0.000079,0.000000,0.000156,0.057896,0.491917,0.000000
125538.966751,0.000079,0.000000,0.000156,0.057896,0.491917,0.000000
125580.289650,0.000078,0.000000,0.000156,0.057760,0.490762,0.000000
125621.612549,0.000078,0.000000,0.000156,0.057760,0.490762,0.000000
125662.935448,0.000078,0.000000,0.000156,0.057760,0.490762,0.000000
125704.258347,0.000078,0.000000,0.000156,0.057760,0.490762,0.000000
125745.581245,0.000078,0.000000,0.000156,0.057760,0.490762,0.000000
125786.904144,0.000078,0.000000,0.000156,0.057624,0.489607,0.000000
125828.227043,0.000078,0.000000,0.000156,0.057624,0.489607,0.000000
125869.549942,0.000078,0.000000,0.000156,0.057624,0.489607,0.000000
125910.872841,0.000078,0.000000,0.000156,0.057624,0.489607,0.000000
125952.195740,0.000078,0.000000,0.000156,0.057624,0.489607,0.000000
125993.518639,0.000078,0.000000,0.000155,0.057488,0.488453,0.000000
