BQML,PTV_5mm_4cm_sphere_Diff,override_1_Diff,OAR_2_1_Diff,.GTV_point_source_Diff
2892.602921,0.0029089907375972612,-0.001666789428352596,,
2933.925819,0.0031536251315925634,-0.0016359849604898604,,
2975.248718,0.0029912594690243988,-0.001608714099471653,,
3016.571617,0.003440898886614696,-0.001590825017386272,,
3057.894516,0.0027045696129284758,-0.0015738793631634304,,
3099.217415,0.0027684989927156956,-0.0015496220139205534,,
3140.540314,0.0032320139510658152,-0.0015254193812379935,,
3181.863213,0.0027445289094158998,-0.0015040925591005292,,
3223.186111,0.002682735431107419,-0.0014936484982562479,,
3264.50901,0.0024480758396748237,-0.0014745495039542975,,
3305.831909,0.002484416248242305,-0.001459052696902328,,
3347.154808,0.0022820839322727493,-0.0014442141982236533,,
3388.477707,0.002077185582676777,-0.0014307303819838194,,
3429.800606,0.0015288708384201266,-0.0014141890871825647,,
3471.123505,0.0015300642825553101,-0.0014017111766308095,,
3512.446404,0.0013952577266906352,-0.0013876288065938127,,
3553.769302,0.001849184569749751,-0.0013692052493269962,,
3595.092201,0.0021521392557215524,-0.0013602075035771244,,
3636.4151,0.002047056166566419,-0.001347334901949639,,
3677.737999,0.0016698852215370485,-0.001339559650047643,,
3719.060898,0.0019727142765076366,-0.0013245241714075456,,
3760.383797,0.002025415568055633,-0.0013098440778233581,,
3801.706696,0.0014538564613522653,-0.0012989857467642695,,
3843.029594,0.0018626447142219282,-0.0012908683032680245,,
3884.352493,0.0013144524357615595,-0.0012835186315082272,,
3925.675392,0.0017172601573011703,-0.0012763342375576845,,
3966.998291,0.0020596507891443294,-0.0012634102851535392,,
4008.32119,0.0020672386468730264,-0.0012486959288802526,,
4049.644089,0.001419879731045126,-0.0012396004217629835,,
4090.966988,0.0013913206243417187,-0.0012319465884296074,,
4132.289886,0.0008197615446344786,-0.001226039620213104,,
4173.612785,0.001198393340981041,-0.0012192531382127251,,
4214.935684,0.0011634424279834965,-0.0012138347214753124,,
4256.258583,0.0015374915149858892,-0.0012015700251075479,,
4297.581482,0.0018289453488061214,-0.0011941986640249312,,
4338.904381,0.0015580232119598025,-0.0011889142487533527,,
4380.22728,0.0014231464351726064,-0.0011832161051969928,,
4421.550179,0.0016963398793078954,-0.001171496816922449,,
4462.873077,0.0019695333530103665,-0.0011646850856415988,,
4504.195976,0.002248882269760444,-0.0011572384380389177,,
4545.518875,0.0015233420574096157,-0.0011520920627670738,,
4586.841774,0.0008824704736227207,-0.0011458691538251743,,
4628.164673,0.0009537635333873307,-0.0011388260951078744,,
4669.487572,0.0008900565931519444,-0.0011310241475982388,,
4710.810471,0.0014291419939722605,-0.0011278638388507003,,
4752.133369,0.0012581911015431824,-0.0011279481857086834,,
4793.456268,0.0009269161563478789,-0.0011222538134460806,,
4834.779167,0.0014125958078079481,-0.0011175139760823544,,
4876.102066,0.0013542754592679174,-0.00111207889774813,,
4917.424965,0.0013691572860528578,-0.0011061125090071435,,
4958.747864,0.0010685981793494004,-0.0010990440944153499,,
5000.070763,0.0010489866398433745,-0.0010938384436357945,,
5041.393661,0.001097828333042672,-0.00108759454785978,,
5082.71656,0.0007376700043859041,-0.0010853492543343732,,
5124.039459,0.0009996829677342278,-0.0010795500509423526,,
5165.362358,0.0009349760274988128,-0.0010771411571634756,,
5206.685257,0.0004632690872634071,-0.0010732322364384646,,
5248.008156,0.0007312393474474543,-0.0010689024062153238,,
5289.331055,0.001152020352736316,-0.0010633633301497646,,
5330.653954,0.0016487347203957836,-0.0010593484045283582,,
5371.976852,0.0012652950184847689,-0.0010552039961628722,,
5413.299751,0.001154855290863066,-0.001052310301444927,,
5454.62265,0.0011293502723891957,-0.0010465701186447396,,
5495.945549,0.0009881579939288732,-0.0010437768104790174,,
5537.268448,0.0006158749038258082,-0.0010404143042367932,,
5578.591347,0.0010420459772093604,-0.0010342560272459602,,
5619.914246,0.0013332170505928054,-0.0010267171811242425,,
5661.237144,0.0014762692721885795,-0.0010217666285447398,,
5702.560043,0.0015538534435285412,-0.0010153032163322476,,
5743.882942,0.0016314503992079787,-0.0010107291468525648,,
5785.205841,0.0014381300506680073,-0.0010074493575112963,,
5826.52874,0.0020598097021279904,-0.00100195655763727,,
5867.851639,0.0020763481496649527,-0.0009969403750512023,,
5909.174538,0.0010967890429615657,-0.000994276234976517,,
5950.497437,0.0005351431172159193,-0.0009873596193956274,,
5991.820335,0.0007370461204557199,-0.000982755361303301,,
6033.143234,0.001073949112125716,-0.0009777167077658422,,
6074.466133,0.001352902095266284,-0.0009756647446384499,,
6115.789032,0.0012648291958876623,-0.0009716264555318747,,
6157.111931,0.0009057562965089638,-0.000968801301113373,,
6198.43483,0.0013213395355136104,-0.000963082035734011,,
6239.757729,0.0013395106088970876,-0.0009574251549768994,,
6281.080627,0.0015761554627781726,-0.0009528461492573511,,
6322.403526,0.0012988727300298208,-0.0009500363502506201,,
6363.726425,0.00047858999728145335,-0.0009480031801717507,,
6405.049324,0.0009424767048460958,-0.0009436338248595758,,
6446.372223,0.000955257710135049,-0.0009404526282929626,,
6487.695122,0.0015632143814111044,-0.0009332710665283779,,
6529.018021,0.001204141482032406,-0.000931583084292146,,
6570.340919,0.0007080686045078388,-0.0009279325966870517,,
6611.663818,0.0006267325919246947,-0.0009229318599127648,,
6652.986717,0.0012951476380703708,-0.0009186357679921335,,
6694.309616,0.0012441617156880858,-0.000917219274890345,,
6735.632515,0.0015407219880664291,-0.0009121665938878717,,
6776.955414,0.001157282260444703,-0.0009070246003900088,,
6818.278313,0.0012504591120341968,-0.0009031675042979222,,
6859.601212,0.0011038741581798628,-0.0009005939951210045,,
6900.92411,0.001500289221037454,-0.000895580795785515,,
6942.247009,0.0011649442971288781,-0.0008941025351492648,,
6983.569908,0.000965167003384837,-0.000889765237253187,,
7024.892807,0.000585581725738582,-0.0008880213963541371,,
7066.215706,0.0010053627310274704,-0.0008830639638923314,,
7107.538605,0.0019691437363164588,-0.0008747002673252747,,
7148.861504,0.0017844272030705932,-0.0008703497214111489,,
7190.184402,0.0009706206767731707,-0.0008689593959299808,,
7231.507301,0.0006635330088944347,-0.0008661154975589328,,
7272.8302,0.0007294360005644096,-0.0008632715585759326,,
7314.153099,0.0006593389922344706,-0.0008613167985817995,,
7355.475998,0.0008501675884947657,-0.0008558370532805036,,
7396.798897,0.0012232166754972407,-0.0008506557940990354,,
7438.121796,0.0008025331103910793,-0.0008507310020938935,,
7479.444695,0.0008738261701556893,-0.0008455053567063426,,
7520.767593,0.0006741192479177149,-0.0008431848028052304,,
7562.090492,0.0009836558035147824,-0.0008406518036592817,,
7603.413391,0.0006712595446834446,-0.0008365373558065301,,
7644.73629,0.0015507658823353254,-0.000833596490801088,,
7686.059189,0.0014105736038750316,-0.0008311056043706184,,
7727.382088,0.0009973813254146036,-0.0008265990038956485,,
7768.704987,0.0011606026534268787,-0.0008230777185473885,,
7810.027885,0.0007941397013800366,-0.0008217272212878507,,
7851.350784,0.0007006767339067799,-0.0008185594026602791,,
7892.673683,0.0007945755792676534,-0.0008150391464552593,,
7933.996582,0.0007532345981755006,-0.00081202640189988,,
7975.319481,0.0010065927616618175,-0.0008090264018998799,,
8016.64238,0.0006113737669506958,-0.0008080264018998799,,
8057.965279,0.0006231547722396202,-0.0008055198014249099,,
8099.288177,0.0009536188675471902,-0.0008020132009499399,,
8140.611076,0.0005871559000739657,-0.00080050660047497,,
8181.933975,0.0002526698601731381,-0.00079850660047497,,
8223.256874,0.0006724006129793514,,,
8264.579773,0.0009571313657855685,,,
8305.902672,0.0010269630483622505,,,
8347.225571,0.0009335000808889937,,,
8388.54847,0.0011027318150444998,,,
8429.871368,0.0009551468779021022,,,
8471.194267,0.0005365619240477737,,,
8512.517166,0.00038503543103812765,,,
8553.840065,0.0007219384227080683,,,
8595.162964,0.0010536375204671655,,,
8636.485863,0.0008762965393749877,,,
8677.808762,0.0005639555582828137,,,
8719.13166,0.0011229307999452431,,,
8760.454559,0.0009232238597098319,,,
8801.777458,0.0005875169194743957,,,
8843.100357,0.0006009201112461282,,,
8884.423256,0.0007730310297831555,,,
8925.746155,0.0007276726948785561,,,
8967.069054,0.0006863317137864589,,,
9008.391953,0.0010539907326942988,,,
9049.714851,0.0012891595082114016,,,
9091.03775,0.0008174525679759959,,,
9132.360649,0.0005667499014845312,,,
9173.683548,0.000548774010435793,,,
9215.006447,0.0001237981193871196,,,
9256.329346,0.00024282222833843514,,,
9297.652245,0.0004968463372898024,,,
9338.975143,0.0016232303159834927,,,
9380.298042,0.0013470380375230628,,,
9421.620941,0.0010698457590627708,,,
9462.94384,0.0008044356436045508,,,
9504.266739,0.0010062934080483643,,,
9545.589638,0.0010658319683400364,,,
9586.912537,0.0009723690008667796,,,
9628.235435,0.0008779060488199875,,,
9669.558334,0.0005376759695676636,,,
9710.881233,0.0007693349884754785,,,
9752.204132,0.0005919940073833008,,,
9793.527031,0.0009982686135984742,,,
9834.84993,0.0011226836597441614,,,
9876.172829,0.0011311282439805392,,,
9917.495728,0.0007646652765073148,,,
9958.818626,0.0005352023244604709,,,
10000.141525,0.0007476619265411877,,,
10041.464424,0.0003226458334405491,,,0.0011480685989649908
10082.787323,0.00045346149342567754,,,0.0010269289113313818
10124.110222,0.0006255372285112193,,,0.0009057892236978837
10165.433121,0.0005256129635967666,,,0.0007846495360642747
10206.75602,0.0004890274053391819,,,0.0006635098484306656
10248.078918,0.0006898399455710913,,,0.0005423701637286005
10289.401817,0.0005862990919086597,,,0.00042123047609510245
10330.724716,0.0009301545009663958,,,0.0003000907884614934
10372.047615,0.0011380099100241903,,,0.00017895110082788435
10413.370514,0.0009985662362453906,,,5.7811413194275296e-05
10454.693413,0.000632982651370545,,,2.6681056497501743e-07
10496.016312,0.0002702460069566037,,,2.6681056497501743e-07
10537.339211,0.0002755858177319881,,,2.6681056497501743e-07
10578.662109,0.0005539256349362809,,,2.6681056497501743e-07
10619.985008,0.0006006811248165378,,,2.6681056497501743e-07
10661.307907,0.0005294936534764594,,,2.6681056497501743e-07
10702.630806,0.00032330618213644025,,,2.6681056497501743e-07
10743.953705,0.0005725035860244254,,,2.6681056497501743e-07
10785.276604,0.0006904472832650332,,,2.6681056497501743e-07
10826.599503,0.0008037149157388845,,,2.6681056497501743e-07
10867.922401,0.0010414067082946676,,,0.0010343011984147443
10909.2453,0.0010080984802974535,,,0.0009131615107811353
10950.568199,0.0008244805786841447,,,0.0007920218231476372
10991.891098,0.0009497649559643273,,,0.0006708821355140282
11033.213997,0.00046381762578628916,,,0.0005497424478804191
11074.536896,0.0006348933608718299,,,0.0004286027602469211
11115.859795,0.0013509690959573606,,,0.00030746307261331207
11157.182693,0.0009392909889867629,,,0.00018632338791124692
11198.505592,0.0008457074041119117,,,6.518370027763787e-05
11239.828491,0.0006320487769745364,,,-4.6637886752520785e-07
11281.15139,0.0006968613056344275,,,-4.6637886752520785e-07
11322.474289,0.0007626738342943751,,,-4.6637886752520785e-07
11363.797188,0.0006924863629543254,,,-4.6637886752520785e-07
11405.120087,0.0006212988916142748,,,-4.6637886752520785e-07
11446.442986,0.0009591114202742168,,,-4.6637886752520785e-07
11487.765884,0.0010874173788171515,,,-4.6637886752520785e-07
11529.088783,0.0005333546064024419,,,-4.6637886752520785e-07
11570.411682,0.0004995954026348892,,,-4.6637886752520785e-07
11611.734581,0.000618539099875498,,,-4.6637886752520785e-07
11653.05748,0.0007364827971161336,,,0.0010424087939749915
11694.380379,0.0004934320868281994,,,0.0009212998524550375
11735.703278,0.0003935078219137189,,,0.0008001909109350835
11777.026176,0.000716946591857448,,,0.0006790819723458963
11818.349075,0.000398154364787906,,,0.0005579730308258313
11859.671974,0.0004873621377183557,,,0.0004368640893058773
11900.994873,0.00044056991064880813,,,0.0003157551477859233
11942.317772,0.000665777683579255,,,0.0001946462062659693
11983.640671,0.0006078430750049157,,,7.35372647460153e-05
12024.96357,0.0005082703453124782,,,-4.758370320423477e-05
12066.286469,0.0005446976156200378,,,-0.0001687233908377328
12107.609367,0.0003760444348331615,,,-0.00028986307553979795
12148.932266,0.0007893842456085653,,,-0.000411002763173407
12190.255165,0.0009120828144597859,,,0.0006228575491931121
12231.578064,0.0007887633052748033,,,0.000501717861559503
12272.900963,0.0005294437960898235,,,0.000380578173925894
12314.223862,0.00021746570838157564,,,0.00025943848629228494
12355.546761,0.0002462016326917338,,,0.00013829879865878691
12396.869659,0.000275937559573447,,,1.715911395672176e-05
12438.192558,0.0002547662788970062,,,6.724226742083061e-08
12479.515457,0.0007753701653622491,,,6.724226742083061e-08
12520.838356,0.0010313865617748719,,,6.724226742083061e-08
12562.161255,0.0008251990904347972,,,6.724226742083061e-08
12603.484154,0.0004830116190947531,,,6.724226742083061e-08
12644.807053,0.0004560513676251099,,,6.724226742083061e-08
12686.129951,0.0005986422814104886,,,0.001155067242267327
12727.45285,0.0004691623807964451,,,0.001155067242267327
12768.775749,0.00033950219157183326,,,0.0023090672422674263
12810.098648,0.0007528420023472093,,,0.0022299435754669084
12851.421547,0.0007028202407125539,,,0.0019877252961468805
12892.744446,0.000850500731527537,,,0.0017455070168268527
12934.067345,0.0006176707029998674,,,0.001503288737506825
12975.390244,0.0005177464380854147,,,0.001261070458186797
13016.713142,0.00041782218217137346,,,0.0010188521847284138
13058.036041,0.0005565785709863713,,,0.000776633905408386
13099.35894,0.0006755222682270079,,,0.0005344156260883581
13140.681839,0.0002611832093926958,,,0.0002921973467683303
13182.004738,0.0003208559352827489,,,4.9979067448302494e-05
13223.327637,0.0005165286611727993,,,-4.0291499547873144e-07
13264.650536,0.0005230275944485552,,,-4.0291499547873144e-07
13305.973434,0.00034023537509367263,,,-4.0291499547873144e-07
13347.296333,0.00042944314802415007,,,-4.0291499547873144e-07
13388.619232,0.00025923236189234755,,,-4.0291499547873144e-07
13429.942131,9.983624835757654e-05,,,-4.0291499547873144e-07
13471.26503,0.00019255555317154727,,,-4.0291499547873144e-07
13512.587929,0.00038802740179183504,,,-4.0291499547873144e-07
13553.910828,0.0007184992504121746,,,-4.0291499547873144e-07
13595.233727,0.0006478489365277784,,,-4.0291499547873144e-07
13636.556625,0.0002759246806137705,,,-4.0291499547873144e-07
13677.879524,0.0003257319032537731,,,-4.0291499547873144e-07
13719.202423,0.00041393967618424954,,,-4.0291499547873144e-07
13760.525322,0.000367147449114702,,,-4.0291499547873144e-07
13801.848221,0.0005553805254146227,,,-4.0291499547873144e-07
13843.17112,0.0004558077957221851,,,-4.0291499547873144e-07
13884.494019,0.0006271857761250277,,,-4.0291499547873144e-07
13925.816917,0.0005272615202110142,,,-4.0291499547873144e-07
13967.139816,0.00029133725529653653,,,-4.0291499547873144e-07
14008.462715,0.0005252915669084479,,,-4.0291499547873144e-07
14049.785614,0.0002596313776838388,,,-4.0291499547873144e-07
14091.108513,-2.138642735100005e-06,,,-4.0291499547873144e-07
14132.431412,0.00016259728157508313,,,-4.0291499547873144e-07
14173.754311,0.0003283332058852395,,,-4.0291499547873144e-07
14215.077209,0.000728566179115514,,,-4.0291499547873144e-07
14256.400108,0.0006573787077754634,,,-4.0291499547873144e-07
14297.723007,0.0007231912364353832,,,-4.0291499547873144e-07
14339.045906,0.00043833378788973865,,,-4.0291499547873144e-07
14380.368805,0.0005809246952523106,,,-4.0291499547873144e-07
14421.691704,0.0006864191048372159,,,-4.0291499547873144e-07
14463.014603,0.00044949483992276495,,,-4.0291499547873144e-07
14504.337502,0.0003495705750082845,,,-4.0291499547873144e-07
14545.6604,0.0005736590163848976,,,-4.0291499547873144e-07
14586.983299,0.0006384715450448442,,,-4.0291499547873144e-07
14628.306198,0.00023439244891257371,,,-4.0291499547873144e-07
14669.629097,0.00034699633537779717,,,-4.0291499547873144e-07
14710.951996,0.0005956002218430179,,,-4.0291499547873144e-07
14752.274895,0.0006649995979878254,,,-4.0291499547873144e-07
14793.597794,0.0003759432952284425,,,-4.0291499547873144e-07
14834.920692,0.00038270377871713057,,,-4.0291499547873144e-07
14876.243591,0.00030637650460718646,,,-4.0291499547873144e-07
14917.56649,0.00023004923049724235,,,-4.0291499547873144e-07
14958.889389,0.0003664917407517898,,,-4.0291499547873144e-07
15000.212288,0.0003196995136822145,,,-4.0291499547873144e-07
15041.535187,0.00013690728661269747,,,-4.0291499547873144e-07
15082.858086,8.33586601971803e-05,,,-4.0291499547873144e-07
15124.180984,0.0003012267105644284,,,-4.0291499547873144e-07
15165.503883,0.00024365790439814794,,,-4.0291499547873144e-07
15206.826782,0.00041573363948371744,,,-4.0291499547873144e-07
15248.149681,0.0005878093745692314,,,-4.0291499547873144e-07
15289.47258,0.0005337807183307675,,,-4.0291499547873144e-07
15330.795479,0.0006229884912612449,,,-4.0291499547873144e-07
15372.118378,0.00033870235088778733,,,-4.0291499547873144e-07
15413.441277,0.00026217419950808063,,,-4.0291499547873144e-07
15454.764175,4.9646053271512613e-05,,,-4.0291499547873144e-07
15496.087074,5.467994903621265e-05,,,-4.0291499547873144e-07
15537.409973,0.00022051631198122257,,,-4.0291499547873144e-07
15578.732872,0.00012530332458290938,,,-4.0291499547873144e-07
15620.055771,7.217137366441473e-05,,,-4.0291499547873144e-07
15661.37867,0.0001550394227459173,,,-4.0291499547873144e-07
15702.701569,0.00013452488327769796,,,-4.0291499547873144e-07
15744.024467,0.00019299673704115117,,,-4.0291499547873144e-07
15785.347366,0.0001309234258733416,,,-4.0291499547873144e-07
15826.670265,7.779147495484695e-05,,,-4.0291499547873144e-07
15867.993164,0.0005686595240363412,,,-4.0291499547873144e-07
15909.316063,0.0005382965269652706,,,-4.0291499547873144e-07
15950.638962,0.00027263633774066154,,,-4.0291499547873144e-07
15991.961861,0.0006859761485160931,,,-4.0291499547873144e-07
16033.28476,0.0007058202703039973,,,-4.0291499547873144e-07
16074.607658,0.00044700296631730585,,,-4.0291499547873144e-07
16115.930557,0.00029810749423361815,,,-4.0291499547873144e-07
16157.253456,0.0004394473050090275,,,-4.0291499547873144e-07
16198.576355,0.0005817871157844101,,,-4.0291499547873144e-07
16239.899254,0.0004060654685402454,,,-4.0291499547873144e-07
16281.222153,0.00033587799720019573,,,-4.0291499547873144e-07
16322.545052,0.00022392817821501043,,,-4.0291499547873144e-07
16363.86795,0.00020053206853756778,,,-4.0291499547873144e-07
16405.190849,0.00017713595500282175,,,-4.0291499547873144e-07
16446.513748,0.0004042900151805806,,,-4.0291499547873144e-07
16487.836647,0.0004393657502661519,,,-4.0291499547873144e-07
16529.159546,0.0004948812678394754,,,-4.0291499547873144e-07
16570.482445,0.00036522107861483577,,,-4.0291499547873144e-07
16611.805344,0.00037156088939022114,,,-4.0291499547873144e-07
16653.128242,0.0006168796769879248,,,-4.0291499547873144e-07
16694.451141,0.00043338876582296737,,,-4.0291499547873144e-07
16735.77404,0.0002646312339917023,,,-4.0291499547873144e-07
16777.096939,0.0001583671583018642,,,-4.0291499547873144e-07
16818.419838,0.00032410308261199283,,,-4.0291499547873144e-07
16859.742737,0.00027305593106435877,,,-4.0291499547873144e-07
16901.065636,0.0002793957418397719,,,-4.0291499547873144e-07
16942.388535,0.00042173555261518225,,,-4.0291499547873144e-07
16983.711433,0.0002569096961870243,,,-4.0291499547873144e-07
17025.034332,0.00036851358265224676,,,-4.0291499547873144e-07
17066.357231,0.00022989206697329734,,,-4.0291499547873144e-07
17107.68013,0.00012362799128345925,,,-4.0291499547873144e-07
17149.003029,0.00042536391559361286,,,-4.0291499547873144e-07
17190.325928,0.0002749612820178715,,,-4.0291499547873144e-07
17231.648827,0.0002517158264354058,,,-4.0291499547873144e-07
17272.971725,7.793635340563876e-05,,,-4.0291499547873144e-07
17314.294624,0.0004094082020259793,,,-4.0291499547873144e-07
17355.617523,0.00019688005064627534,,,-4.0291499547873144e-07
17396.940422,9.829915710105053e-05,,,-4.0291499547873144e-07
17438.263321,4.516720618252812e-05,,,-4.0291499547873144e-07
17479.58622,0.00011969540838313586,,,-4.0291499547873144e-07
17520.909119,0.000148431332693294,,,-4.0291499547873144e-07
17562.232018,4.2167257003455916e-05,,,-4.0291499547873144e-07
17603.554916,0.00017607387941742658,,,-4.0291499547873144e-07
17644.877815,0.0002886777658826778,,,-4.0291499547873144e-07
17686.200714,0.0003969081740684277,,,-4.0291499547873144e-07
17727.523613,0.0001312479848438186,,,-4.0291499547873144e-07
17768.846512,0.00040958779561919845,,,-4.0291499547873144e-07
17810.169411,0.00027904894954985937,,,-4.0291499547873144e-07
17851.49231,0.0004216398569124036,,,-4.0291499547873144e-07
17892.815208,0.00056423077069781,,,0.0011545970850044274
17934.138107,0.0003476270388834135,,,0.0011067012880879856
17975.461006,0.00013509888750370957,,,0.0009855616004543766
18016.783905,0.00019457073612402787,,,0.0008644219128207675
18058.106804,0.00025404258474434616,,,0.0007432822251871585
18099.429703,0.00031251443336466345,,,0.0006221425375535494
18140.752602,0.00032910226961957445,,,0.0005010028499200514
18182.0755,0.000335442086823845,,,0.00037986316521798624
18223.398399,0.0002322647891025431,,,0.0002587234775843772
18264.721298,0.0002088686755677971,,,0.00013758378995076814
18306.044197,4.9472562033053835e-05,,,1.6444102317159093e-05
18347.367096,9.957306238622676e-05,,,-1.3610442817224566e-07
18388.689995,4.6491330703002376e-05,,,-1.3610442817224566e-07
18430.012894,0.0001224432341773718,,,-1.3610442817224566e-07
18471.335793,0.00015217915848750319,,,-1.3610442817224566e-07
18512.658691,4.591508536921918e-05,,,-1.3610442817224566e-07
18553.98159,7.465100967937732e-05,,,-1.3610442817224566e-07
18595.304489,0.00024038693398956146,,,-1.3610442817224566e-07
18636.627388,0.0005397028149024818,,,-1.3610442817224566e-07
18677.950287,0.0002740426256779005,,,-1.3610442817224566e-07
18719.273186,0.0005523824364532803,,,-4.0209408183167206e-05
18760.596085,0.00042172224722866747,,,0.000993681650296785
18801.918983,0.0004280620644329658,,,0.0008725727117077087
18843.241882,0.0004344018752083789,,,0.0007514637701877547
18884.564781,0.00044074168598373653,,,0.0006303548286676897
18925.88768,0.0004470814967591219,,,0.0005092458871477357
18967.210579,0.00019963296088504334,,,0.00038813694562778167
19008.533478,0.0003943056867750927,,,0.0002670280041078277
19049.856377,0.0003179784126651486,,,0.00014591906258787368
19091.179276,0.0002829981781519719,,,2.4810121067919688e-05
19132.502174,0.00012360206847453203,,,1.3070613935628472e-07
19173.825073,0.0002243445671954447,,,1.3070613935628472e-07
19215.147972,0.000283816415815763,,,1.3070613935628472e-07
19256.470871,0.00020728826443608406,,,1.3070613935628472e-07
19297.79377,6.005839253384049e-05,,,1.3070613935628472e-07
19339.116669,0.0004202661654643114,,,1.3070613935628472e-07
19380.439568,0.0003734739383947361,,,1.3070613935628472e-07
19421.762466,0.00046268171903987576,,,0.0011551307061393734
19463.085365,0.0004158894919703837,,,0.0011551307061393734
19504.408264,0.0002906031857596858,,,0.0011231527054288426
19545.731163,0.0003502759116497389,,,0.0010020130177952336
